"iata_code","lat","long"
"UDD",33.7484,-116.275
"SCF",33.6229,-111.911
"OLM",46.9694,-122.903
"RIL",39.5263,-107.727
"SAA",41.4449,-106.824
"PDK",33.8756,-84.302
"BMG",39.146,-86.6167
"SUA",27.1817,-80.2211
"MMU",40.7994,-74.4149
"APC",38.2132,-122.281
"SDM",32.5723,-116.98
"VNC",27.0716,-82.4403
"PHK",26.785,-80.6934
"ECP",30.35711,-85.79541
"SBD",34.0954,-117.235
"VAL",-13.2965,-38.9924
"CAU",-8.28239,-36.0135
"AWK",19.2821,166.636
"QNV",-22.7453,-43.4603
"SQL",37.5119,-122.25
"OSZ",54.0425,16.2656
"RWI",35.8563,-77.8919
"SXQ",60.4757,-151.034
"SEE",32.8262,-116.972
"PHA",11.6335,108.952
"SQH",21.217,104.033
"TKF",39.32,-120.14
"FRJ",43.4175,6.7357
"GEX",-38.225,144.33299
"LVM",45.6994,-110.448
"GMV",37.0167,-110.201
"LAL",27.9889,-82.0186
"SYH",27.8112,86.7124
"RBK",33.5742,-117.128
"FNU",39.89531,8.64266
"MYQ",12.23,76.65583
"MGY",39.589,-84.2249
"FDY",41.0135,-83.6687
"PEA",-35.75585,137.96288
"EMP",38.3321,-96.1912
"HYC",51.6117,-0.80833
"BBP",50.6781,-1.10944
"SPF",44.4803,-103.783
"QYD",54.5797,18.5172
"OLV",34.9787,-89.7869
"KNA",-32.9496,-71.4786
"ONQ",41.5064,32.0886
"BJC",39.9088,-105.117
"SLE",44.9095,-123.003
"UTM",34.681,-90.3467
"ZKB",-8.525,30.663
"LND",42.8152,-108.73
"MWC",43.1104,-88.0344
"JVL",42.6203,-89.0416
"LZU",33.9781,-83.9624
"BWG",36.9645,-86.4197
"RVS",36.0396,-95.9846
"NHD",25.0268,55.3662
"KGO",48.5428,32.285
"DBB",30.9245,28.4614
"BCE",37.7064,-112.145
"CKL",55.8783,38.0617
"TCZ",24.93806,98.48583
"UKS",44.689,33.571
"OAZ",31.8638,64.2246
"JCI",38.8309,-94.8903
"ESN",38.8042,-76.069
"HMR",60.8181,11.068
"MYV",39.0978,-121.57
"DUC",34.4709,-97.9599
"UVA",29.2113,-99.7436
"LOT",41.6073,-88.0962
"CCR",37.9897,-122.057
"OCA",25.3254,-80.2748
"YUS",32.83639,97.03639
"YOO",43.9228,-78.895
"LHA",48.3693,7.82772
"NYW",22.22164,95.09348
"ATO",39.211,-82.2314
"SGH",39.8403,-83.8402
"HEX",18.4697,-69.9694
"CDA",-12.9033,132.532
"JAB",-12.6583,132.89301
"HGS",8.39713,-13.1291
"TOP",39.0687,-95.6225
"MQY",36.009,-86.5201
"UOS",35.2051,-85.8981
"NGQ",32.1,80.05306
"CSO",51.8564,11.4203
"PWK",42.11422,-87.90149
"KLS",46.118,-122.898
"ZTA",-20.7897,-138.57001
"PUE",8.667,-77.418
"KHC",45.3725,36.4014
"UKA",-4.29333,39.5711
"ILN",39.4279,-83.7921
"AVW",32.4096,-111.218
"CGZ",32.9549,-111.767
"BXK",33.4204,-112.686
"MMI",35.3973,-84.5626
"STK",40.6153,-103.265
"RWL",41.8056,-107.2
"CDW",40.8752,-74.2814
"AIZ",38.096,-92.5495
"TVI",30.9016,-83.8813
"HSH",35.9728,-115.134
"GML",50.6035,30.1919
"TMA",31.429,-83.4885
"RDO",51.3892,21.2133
"DVT",33.6883,-112.083
"YRV",50.9667,-118.183
"FRG",40.7288,-73.4134
"ZHY",37.57312,105.15445
"MCL",63.7326,-148.911
"PPC",66.8141,-150.644
"KHW",-19.15,23.783
"TXG",24.1863,120.654
"HLG",40.175,-80.6463
"XYE",15.3,97.867
"DWC",24.89636,55.16139
"RKP",28.0868,-97.0446
"MVV",45.8208,6.65222
"MFX",45.407,6.57794
"OKF",-19.1492,15.9119
"OKU",-18.8128,17.0594
"KOQ",51.72111,11.95278
"PSH",54.30889,8.68694
"TTD",45.5494,-122.401
"HIO",45.5404,-122.95
"KHT",33.3334,69.952
"NMT",23.083,97.383
"BNO",43.5919,-118.955
"PRZ",44.287,-120.904
"RBL",40.1507,-122.252
"NOT",38.1436,-122.556
"LKV",42.1611,-120.399
"OTK",45.4182,-123.814
"ONO",44.0205,-117.014
"DLS",45.6185,-121.167
"GAI",39.1683,-77.166
"OAS",33.12575,68.83852
"YTA",45.8644,-77.2517
"TSB",-19.2619,17.7325
"YSD",50.2667,-111.183
"BNU",-26.8306,-49.0903
"YCC",45.0928,-74.5633
"IZA",-21.51306,-43.17306
"MVL",44.5346,-72.614
"RBD",32.6809,-96.8682
"WST",41.3496,-71.8034
"BID",41.1681,-71.5778
"NME",60.471,-164.701
"OOK",60.5414,-165.08701
"OBY",70.48823,-21.97168
"VIN",49.24253,28.61378
"BGE",30.9715,-84.6374
"ZGS",50.2597,-60.6794
"ZKG",50.1958,-61.2658
"YBI",53.4694,-55.785
"WHP",34.2593,-118.413
"MAE",36.9886,-120.112
"YZZ",49.0556,-117.609
"YAB",73.00589,-85.03255
"GSI",4.28583,-54.37306
"MPY",3.6575,-54.0372
"LDX",5.48306,-54.0344
"KJI",48.2223,86.9959
"CPB",8.63333,-77.35
"HMB",26.34278,31.74278
"RVY",-30.9746,-55.4762
"POJ",-18.6728,-46.4912
"JTC",-22.16686,-49.05029
"OIA",-6.7631,-51.0499
"RDC",-8.03329,-49.9799
"SXX",-6.6413,-51.9523
"BYO",-21.2473,-56.4525
"SXO",-11.6324,-50.6896
"CFC",-26.7884,-50.9398
"CAF",-4.87152,-66.8975
"ERN",-6.63953,-69.8798
"CCI",-27.1806,-52.0527
"FBE",-26.0592,-53.0635
"CFO",-10.6344,-51.5636
"AAF",29.7275,-85.0275
"UMU",-23.7987,-53.3138
"DTI",-18.232,-43.6504
"FBA",-2.53261,-66.0832
"OLC",-3.46793,-68.92041
"HUW",-7.53212,-63.0721
"IRZ",-0.3786,-64.9923
"ORX",-1.71408,-55.8362
"UNA",-15.3552,-38.999
"TEF",-21.715,122.229
"GZP",36.29922,32.3006
"FPR",27.4951,-80.3683
"PYM",41.909,-70.7288
"NCO",41.5971,-71.4121
"OWD",42.1905,-71.1729
"BAF",42.1578,-72.7156
"MGJ",41.51,-74.2646
"HAR",40.2171,-76.8515
"DXR",41.3715,-73.4822
"ASH",42.7817,-71.5148
"LWM",42.7172,-71.1234
"OXC",41.4786,-73.1352
"RMG",34.3506,-85.158
"GAD",33.9726,-86.089
"WDR",33.9829,-83.6674
"DNN",34.7229,-84.8702
"LGC",33.0089,-85.0726
"PIM",32.8407,-84.8824
"GVL",34.2726,-83.8302
"PHD",40.4709,-81.4197
"HHH",32.2244,-80.6975
"DNL",33.4665,-82.0394
"PVL",37.5618,-82.5664
"TOC",34.5938,-83.2958
"PLV",49.5686,34.3972
"WUU",7.72583,27.975
"HUE",14.25,36.583
"OYL",3.46972,39.1014
"OZG",30.3203,-5.86667
"WYE",8.61047,-11.0454
"GBK",7.767,-12.383
"THX",65.7972,87.9353
"TGP",61.5897,89.994
"AFW",32.9876,-97.3188
"RMK",-34.1964,140.674
"LGH",-30.5983,138.42599
"RTS",-32.0067,115.54
"FOS",-30.8381,128.11501
"KEW",52.9911,-92.8364
"YSP",48.7553,-86.3444
"YHF",49.7142,-83.6861
"YHN",49.1931,-84.7589
"YKX",48.2103,-79.9814
"YMG",49.0839,-85.8606
"YXZ",47.9667,-84.7867
"YEM",45.8428,-81.8581
"LWC",39.0112,-95.2166
"PPM",26.2471,-80.1111
"XMC",-37.5983,149.72
"YUE",-22.2542,131.782
"LOP",-8.75732,116.27667
"ZMH",51.7361,-121.333
"HDG",36.52583,114.42556
"LOZ",37.0822,-84.0849
"FBG",35.1318,-78.9367
"WMI",52.4511,20.6518
"JXA",45.293,131.193
"JDG",33.3996,126.712
"YGM",50.6281,-97.0433
"EYK",63.6869,66.6986
"RAC",42.7606,-87.8152
"RZP",10.81874,119.5077
"TIW",47.2679,-122.578
"GUF",30.2905,-87.6718
"IBB",-0.94263,-90.953
"HMJ",49.3597,26.9334
"HIW",34.3669,132.414
"KYI",-31.4706,131.825
"HZL",40.9868,-75.9949
"CBE",39.6154,-78.7609
"WYN",-15.5114,128.153
"YBO",56.9667,-130.25
"KLF",54.55,36.36667
"LNR",43.2117,-90.1816
"JOT",41.5178,-88.1755
"VYS",41.3519,-89.1531
"JXN",42.2598,-84.4594
"BBX",40.1375,-75.2651
"OBE",27.2628,-80.8498
"SEF",27.4564,-81.3424
"AVO",27.5912,-81.5278
"GIF",28.0629,-81.7533
"ZPH",28.2282,-82.1559
"OCF",29.1726,-82.2242
"AIK",33.6494,-81.685
"CDN",34.2836,-80.5649
"LBT",34.6099,-79.0594
"SOP",35.2374,-79.3912
"SVH",35.7653,-80.9539
"LHV",41.1356,-77.4223
"BKL",41.5175,-81.6833
"DKK",42.4933,-79.272
"LLY",39.9429,-74.8457
"LDJ",40.6174,-74.2446
"ANQ",41.6397,-85.0835
"CLW",27.9767,-82.7587
"CGX",41.8588,-87.6079
"CRE",33.8117,-78.7239
"BXO",46.97444,8.39694
"WBW",41.2972,-75.8512
"LNN",41.684,-81.3897
"UMD",70.68043,-52.11163
"RLK",40.926,107.7428
"FFT",38.1825,-84.9047
"LEW",44.0485,-70.2835
"MRK",25.995,-81.6725
"DRE",46.0093,-83.7439
"GDW",43.9706,-84.475
"MFI",44.6369,-90.1893
"ISW",44.3603,-89.839
"CWI",41.8311,-90.3291
"BVY",42.5842,-70.9165
"OSF",55.51167,37.50722
"YRQ",46.3528,-72.6794
"POF",36.7739,-90.3249
"EOK",40.4599,-91.4285
"PSL",56.4392,-3.37222
"STP",44.9345,-93.06
"SOO",61.2615,17.0991
"VNA",15.70944,106.4107
"DKS",73.51781,80.37967
"BYT",51.6686,-9.48417
"ADY",-22.679,29.0555
"HAO",39.3638,-84.522
"GAS",-0.46351,39.6483
"HOA",-1.522,40.004
"KEY",-0.3899,35.24209
"ILU",-2.91061,38.0652
"ATJ",-19.83922,47.06371
"OVA",-24.23569,45.30453
"UTS",65.43729,52.20034
"RGK",51.9667,85.8333
"FLD",43.7712,-88.4884
"STE",44.5452,-89.5303
"MQJ",66.45086,143.26155
"PEF",54.15778,13.77444
"GQQ",40.7534,-82.7238
"TPN",-0.77611,-75.5264
"PTZ",-1.50524,-78.0627
"CKV",36.6219,-87.415
"LPC",34.6656,-120.468
"CTH",39.979,-75.8655
"BST",31.5597,64.365
"LLK",38.7464,48.818
"GBB",40.82667,47.7125
"ZTU",41.56222,46.66722
"LKP",44.2645,-73.9619
"GYG",62.10348,129.54529
"AOH",40.7069,-84.0267
"DSO",39.7452,127.474
"SSI",31.1518,-81.3913
"BFP",40.7725,-80.3914
"GGE",33.3117,-79.3196
"HDI",35.2201,-84.8324
"RNT",47.4931,-122.216
"POC",34.0916,-117.782
"CTY",29.6355,-83.1048
"CEU",34.6719,-82.8865
"BEC",37.6945,-97.215
"QFO",52.0908,0.13194
"SNY",41.1013,-102.985
"GKL",-23.1833,150.942
"RPB",-14.73481,134.52549
"IFL",-17.5594,146.01199
"JRF",21.3074,-158.07001
"BIN",34.817,67.817
"MOO",-28.0994,140.19701
"ECA",44.3128,-83.4223
"VAM",3.47056,72.83583
"LLF",26.33866,111.61004
"LSZ",44.5658,14.3931
"ONS",-21.6683,115.113
"TDR",-24.9933,150.093
"WBU",40.0394,-105.226
"BBJ",49.94528,6.565
"PAO",37.4611,-122.115
"USR",64.55,143.11501
"MSC",33.4608,-111.728
"YTY",32.5634,119.7198
"PTK",42.6655,-83.4201
"KSI",9.16056,-10.1244
"EEN",42.8984,-72.2708
"VRO",23.124,-81.3016
"GKK",0.7324,73.4336
"RCS",51.3519,0.50333
"RHD",-27.4966,-64.93595
"KMP",-26.5398,18.1114
"KGT",30.1575,101.73472
"IOW",41.6392,-91.5465
"TLQ",43.0308,89.0987
"ANP",38.9429,-76.5684
"FXO",-14.815,36.53
"ODO",57.8661,114.243
"ZTR",50.27056,28.73861
"HRI",6.28447,81.12413
"PEQ",31.3824,-103.511
"HBG",31.2648,-89.2528
"QCJ",-22.9395,-48.468
"QSC",-21.8754,-47.9037
"YKN",42.9167,-97.3859
"XSB",24.28361,52.58028
"ZBM",45.2908,-72.7414
"KTI",12.488,106.055
"GYU",36.07889,106.21694
"CNI",39.26667,122.66694
"KRH",51.2136,-0.13861
"CCL",-26.775,150.617
"HWD",37.6592,-122.122
"MZP",-41.1233,172.989
"JHQ",-20.27722,148.75556
"ARB",42.223,-83.7456
"SHT",-36.4289,145.39301
"TEM",-34.4214,147.51199
"GAH",-25.6144,151.619
"WIO",-31.5264,143.375
"BFJ",27.26707,105.4721
"ULK",60.7206,114.826
"KVR",44.2726,135.029
"GNY",37.44566,38.89559
"KZR",39.11308,30.12811
"VLU",56.3811,30.6081
"BEO",-33.0667,151.648
"BMP",-20.8033,149.27
"NGZ",37.7889,-122.32
"YCN",49.1056,-81.0136
"BJP",-22.97916,-46.53751
"BQB",-33.68842,115.4016
"SEK",67.4805,153.7364
"IVR",-29.8883,151.144
"GLI",-29.675,151.689
"IMM",26.4332,-81.401
"TQQ",-5.76457,123.917
"YIC",27.8025,114.3062
"PTB",37.1838,-77.5074
"SBM",43.7696,-87.8514
"KFE",-22.29075,119.43714
"BJU",29.502,81.669
"MZJ",32.5106,-111.328
"SAD",32.8548,-109.635
"KJP",26.1683,127.293
"EKB",51.591,75.215
"SIK",36.8989,-89.5618
"TTI",-17.0133,-149.58701
"GFL",43.3412,-73.6103
"MTN",39.3257,-76.4138
"FRY",43.9911,-70.9479
"NEW",30.0424,-90.0283
"COE",47.7743,-116.82
"BMT",30.0707,-94.2158
"DNV",40.1992,-87.5959
"COJ",-31.3325,149.267
"TIX",28.5148,-80.7992
"BZH",-16.817,28.35
"UAR",32.51431,-1.98306
"NYE",-0.36441,36.97849
"AAP",29.7225,-95.5883
"FCM",44.8272,-93.4571
"LIX",-12.07583,34.73722
"OJC",38.8476,-94.7376
"GIU",7.95667,80.7285
"EUM",54.07944,9.94139
"TKT",16.896,99.2533
"YLK",44.4853,-79.5556
"YCM",43.1917,-79.1717
"YPD",45.2575,-79.8297
"MNZ",38.7214,-77.5154
"LJN",29.1086,-95.4621
"KFS",41.3142,33.7958
"LLV",37.68333,111.14278
"DCY",29.32306,100.05333
"GXH",34.8105,102.6447
"CIY",36.9946,14.60718
"KVM",64.667,170.41701
"ZKP",65.7485,150.8889
"UMS",60.357,134.435
"ADH",58.6028,125.409
"OLZ",60.3975,120.471
"NLT",43.4318,83.3786
"BOR",47.6556,7.01083
"OBC",11.967,43.267
"TDJ",11.783,42.917
"AQB",15.0122,-91.1506
"NOR",65.1319,-13.7464
"BTZ",40.2333,29.0092
"WAR",-3.235,140.994
"EWK",38.0582,-97.2745
"BSJ",-37.8875,147.56799
"TZR",46.3931,17.9175
"FBR",41.3919,-110.407
"CLS",46.677,-122.983
"EVW",41.2748,-111.035
"EUF",31.9513,-85.1289
"MEO",35.919,-75.6955
"AUO",32.6151,-85.434
"DBN",32.5644,-82.9853
"PUK",-18.2956,-137.017
"CVO",44.4972,-123.29
"PXH",-29.716,135.5244
"CWT",-33.8447,148.649
"OGD",41.1959,-112.012
"AKO",40.1756,-103.222
"SHN",47.2336,-123.148
"WNA",60.6903,-161.979
"PKA",60.7029,-161.778
"YBW",48.75,-123.233
"WKR",27.2667,-78.3997
"GFO",6.35886,-58.65521
"DYL",40.333,-75.1223
"TGI",-9.133,-75.95
"TJL",-20.7542,-51.6842
"OAL",-11.496,-61.4508
"OCW",35.5705,-77.0498
"MHC",-42.34039,-73.71569
"SWO",36.1612,-97.0857
"OKM",35.6681,-95.9487
"CUH",35.9499,-96.7731
"CSM",35.3398,-99.2005
"WLD",37.1686,-97.0376
"PWA",35.5342,-97.6471
"DTN",32.5402,-93.745
"SEP",32.2153,-98.1777
"ADT",34.8043,-96.6713
"IRB",30.9057,-101.892
"YEL",46.3514,-82.5614
"IKB",36.2228,-81.0983
"DAN",36.5729,-79.3361
"ERG",61.275,108.03
"HCW",34.7129,-79.957
"BEM",32.4019,-6.3159
"NKT",37.3647,42.0582
"SUY",62.185,117.635
"OUZ",22.7564,-12.4836
"ABB",6.20417,6.66528
"QUO",4.8725,8.093
"KAA",-10.2167,31.1333
"SGX",-10.683,35.583
"AOG",41.1053,122.854
"ZYI",27.5895,107.0007
"LDS",47.75206,129.01913
"AVA",26.26056,105.87333
"KSS",11.333,-5.7
"WTB",-27.55833,151.79334
"TNH",42.25389,125.70333
"SZV",31.2631,120.401
"LII",-3.7018,137.957
"NTI",-2.1033,133.5164
"WSR",-2.721,134.5061
"DTB",2.25973,98.9919
"MEQ",4.25,96.217
"BUW",-5.48688,122.569
"KAZ",1.18528,127.896
"MNA",4.00694,126.673
"SGQ",0.3847,117.543
"ILA",-3.97648,137.6225
"OKL",-4.9071,140.6277
"KOX",-4.71075,136.43515
"CMQ",-22.7731,147.621
"WMB",-38.2953,142.44701
"RCM",-20.7019,143.11501
"DCN",-17.5814,123.828
"KNO",3.64222,98.88528
"AMN",43.3221,-84.688
"HMY",36.704,126.486
"EMT",34.0861,-118.035
"FAH",32.367,62.183
"IXT",28.0661,95.3356
"KRQ",48.7056,37.6289
"QKX",69.0403,23.034
"SSF",29.337,-98.4711
"JAS",30.8857,-94.0349
"MRF",30.3711,-104.018
"ALE",30.3842,-103.684
"BQE",11.29736,-15.83808
"CZA",20.6413,-88.4462
"BUY",-33.3783,115.677
"CCB",34.1116,-117.688
"EKI",41.7194,-86.0032
"CUB",33.9705,-80.9952
"GDC",34.7583,-82.3764
"HVS",34.4031,-80.1192
"SZT",16.6903,-92.5301
"DU9",42.8722,-79.5958
"RIH",8.37588,-80.1279
"LEE",28.8231,-81.8087
"PPY",-22.2892,-45.9191
"DIQ",-20.1807,-44.8709
"EIK",46.68,38.21
"ERD",46.815,36.7581
"ERL",43.4225,112.09667
"CNO",33.9747,-117.637
"HTR",24.0589,123.806
"BWW",22.6213,-79.1472
"PRB",35.6729,-120.627
"HAF",37.5134,-122.501
"HCJ",24.805,107.6997
"WJF",34.7411,-118.219
"CJF",-22.9667,118.813
"GUZ",-20.6465,-40.4919
"UBT",-23.4411,-45.0756
"BOX",-16.0753,136.302
"QUG",50.8594,-0.75917
"FYJ",48.19949,134.36645
"PZL",-27.8494,32.3097
"LPF",26.60942,104.979
"KJH",26.972,107.988
"HPG",31.626,110.34
"YIE",47.3106,119.9117
"HNY",26.9053,112.628
"WOS",39.1668,127.486
"IGT",43.3223,45.0126
"ASN",33.5699,-86.0509
"GMU",34.8479,-82.35
"NGD",18.7272,-64.3297
"TOI",31.8604,-86.0121
"ETS",31.2997,-85.8999
"ALX",32.9147,-85.963
"PKT",-14.25,129.52901
"GPN",-11.4025,130.422
"HZP",57.3817,-111.701
"HDE",40.4521,-99.3365
"PTT",37.7016,-98.7469
"LXN",40.791,-99.7773
"CBF",41.2592,-95.7606
"OKK",40.5282,-86.059
"GBG",40.938,-90.4311
"GUY",36.6851,-101.508
"IDP",37.1584,-95.7784
"BBC",28.9733,-95.8635
"PRX",33.6366,-95.4508
"CFV",37.094,-95.5719
"GXY",40.4374,-104.633
"OEL",52.9347,36.0022
"FET",41.4491,-96.5202
"LGD",45.2902,-118.007
"SZY",53.4819,20.9377
"UKT",40.4352,-75.3819
"YBA",51.20734,-115.54186
"BNG",33.9231,-116.851
"OFK",41.9855,-97.4351
"QDF",-20.7386,-43.7974
"TFL",-17.8923,-41.5136
"TPF",27.9156,-82.4493
"BZC",-22.771,-41.9629
"ITP",-21.2193,-41.8759
"REZ",-22.4785,-44.4803
"KBN",-6.133,24.483
"IKL",-1.04811,23.3725
"AIR",-10.18828,-59.45727
"JRN",-10.30583,-58.48944
"JIA",-11.41944,-58.70167
"VLP",-9.97944,-51.14222
"JUA",-11.2966,-57.5495
"CCX",-16.0436,-57.6299
"TGQ",-14.662,-57.4435
"CQA",-13.57444,-52.27056
"MTG",-14.9942,-59.9458
"BMB",2.18278,22.4817
"APQ",-9.77536,-36.6292
"FLB",-6.84639,-43.0773
"PCS",-7.06206,-41.5237
"BNC",0.575,29.4739
"BNB",-0.217,20.85
"VPZ",41.454,-87.0071
"DRV",5.1561,73.1302
"SXK",-7.98861,131.306
"MLZ",-32.3379,-54.2167
"PDU",-32.3633,-58.0619
"ATI",-30.4007,-56.5079
"HSM",-36.6697,142.173
"SWH",-35.3758,143.533
"TTL",-16.966,177.368
"KWB",-5.80091,110.47838
"KOO",-5.39444,26.99
"AOU",14.81472,106.8217
"SQX",-26.7816,-53.5035
"LDM",43.9625,-86.4079
"RHV",37.3329,-121.819
"OHS",24.38604,56.62541
"SWN",31.88944,72.39167
"TMF",2.211,73.1533
"IFU",5.7083,73.025
"KIE",-6.30542,155.72814
"YKO",37.5497,44.2381
"BUT",27.5622,90.7471
"TLI",1.12343,120.79366
"TQL",64.9308,77.8181
"BPL",44.895,82.3
"FYN",46.80417,89.51201
"ACS",56.2683,90.5708
"LFQ",36.13263,111.64124
"YJP",53.3192,-117.753
"WVI",36.9357,-121.79
"GLU",26.88456,90.46412
"DLK",-29.0133,138.481
"YBS",52.6067,-90.3769
"RIZ",35.40503,119.3244
"XTO",-25.8017,149.89999
"YSE",49.7817,-123.162
"YAH",53.7547,-73.6753
"YAL",50.5822,-126.916
"YCE",43.2856,-81.5083
"YCQ",55.6872,-121.627
"XRR",61.9706,-132.423
"YDO",48.7785,-72.375
"YEY",48.5639,-78.2497
"YHE",49.3683,-121.498
"YHT",60.7892,-137.54601
"YDG",44.54585,-65.78542
"YJF",60.2358,-123.469
"YKJ",57.2561,-105.618
"YLR",56.5133,-99.9853
"YME",48.8569,-67.4533
"YML",47.5975,-70.2239
"YOS",44.5903,-80.8375
"YPS",45.6567,-61.3681
"YQS",42.77,-81.1108
"YRO",45.4603,-75.6461
"YSH",44.9458,-75.9406
"YSL",47.1575,-67.8347
"YVE",50.2481,-119.331
"YXQ",62.4103,-140.867
"YSN",50.6828,-119.229
"KES",56.0375,-96.5097
"XPK",55.7492,-101.266
"ZGF",49.0156,-118.431
"ZJG",54.5189,-98.0461
"YTD",55.3189,-97.7078
"PIW",55.5889,-97.1642
"XPP",52.99653,-97.27419
"WPC",49.5206,-113.997
"ZST",55.93541,-129.98243
"ZUC",49.4297,-91.7178
"FNB",53.6022,13.306
"FSS",57.6494,-3.56064
"BXP",52.00078,23.13253
"DGP",55.94472,26.665
"LMR",-28.3601,23.4391
"SXN",-20.5534,26.1158
"NDD",-11.1679,13.8475
"MAI",-14.483,35.267
"ADI",-22.4622,14.98
"MWE",18.44333,31.84333
"ALN",38.8903,-90.046
"AXN",45.8663,-95.3947
"CLU",39.2619,-85.8963
"BBD",31.1793,-99.3239
"BIH",37.3731,-118.364
"BKE",44.8373,-117.809
"BPI",42.5851,-110.111
"WMH",36.3689,-92.4705
"BTL",42.3073,-85.2515
"BYI",42.5426,-113.772
"CCY",43.0726,-92.6108
"CNU",37.6688,-95.4851
"CRG",30.3363,-81.5144
"CSV",35.9513,-85.085
"DAA",38.715,-77.181
"DAG",34.8537,-116.787
"DMN",32.2623,-107.721
"DRA",36.6194,-116.033
"EED",34.7663,-114.623
"EGI",30.6504,-86.5229
"EKA",40.8034,-124.113
"HYR",46.0252,-91.4443
"JCT",30.5113,-99.7635
"LOL",40.0664,-118.565
"MBG",45.5465,-100.408
"MCB",31.1785,-90.4719
"MDH",37.7781,-89.252
"MMT",33.9208,-80.8013
"NHZ",43.8922,-69.9386
"NRB",30.3911,-81.4247
"OGB",33.4568,-80.8595
"OTM",41.1066,-92.4479
"OZR",31.2757,-85.7134
"PWY",42.7955,-109.807
"POU",41.6266,-73.8842
"RSL",38.8721,-98.8118
"RWF",44.5472,-95.0823
"SNS",36.6628,-121.606
"TPH",38.0602,-117.087
"UKI",39.126,-123.201
"UOX",34.3843,-89.5368
"HTV",30.7469,-95.5872
"VTN",42.8578,-100.548
"WMC",40.8966,-117.806
"WWR",36.438,-99.52267
"ZZV",39.9444,-81.8921
"ECV",40.3707,-3.78514
"CDT",40.21389,0.07333
"TEV",40.403,-1.2183
"QLP",44.088,9.98795
"BJY",44.9353,20.2575
"RUV",15.992,-90.4453
"XPL",14.3824,-87.6212
"UPL",10.8922,-85.0162
"QSN",22.7561,-81.9209
"SNJ",22.0953,-84.152
"DWD",24.4499,44.1212
"KMX",18.2973,42.8035
"XXN",24.7098,46.7252
"KNR",27.8205,52.3522
"PYK",35.7761,50.8267
"XIJ",28.9348,47.7919
"ATG",33.8691,72.4009
"SGI",32.0486,72.665
"RQW",35.7672,43.1251
"ENN",64.5473,-149.07401
"WWA",61.5717,-149.53999
"IWK",34.1439,132.23599
"IEJ",26.722,127.785
"AAV",6.36682,124.751
"BPH",8.19595,126.322
"MXI",6.94909,126.27368
"BAT",-20.5845,-48.5941
"QHP",-23.0401,-45.516
"TOQ",-22.1411,-70.0629
"LGR",-47.2438,-72.5884
"CNR",-26.3325,-70.6073
"TLX",-35.3778,-71.6017
"ZIC",-38.2456,-72.3486
"TTC",-25.5643,-70.3759
"API",4.07607,-73.5627
"CVE",9.40092,-75.6913
"PAL",5.48361,-74.6574
"PZA",5.87615,-71.8866
"TQS",0.7459,-75.234
"RIJ",-6.06786,-77.16
"JAE",-5.59248,-78.774
"IKU",42.58792,76.71305
"VYI",63.75667,121.69334
"BGN",68.5566,146.23151
"GVN",48.927,140.034
"NLI",53.155,140.64999
"VLK",47.6821,42.0728
"INA",66.05483,60.11032
"ZIX",66.7965,123.361
"RTC",17.0136,73.3278
"HIM",8.04981,80.9814
"RDP",23.6225,87.243
"PUT",14.1493,77.7911
"LNX",54.824,32.025
"ABH",-23.6461,146.584
"ARY",-37.3094,142.989
"BLN",-36.5519,146.007
"BZD",-34.6236,143.578
"BWQ",-29.9739,146.817
"CVC",-33.7097,136.505
"CWW",-35.9947,146.35699
"CYG",-36.1828,147.888
"CMD",-34.6239,148.028
"DRN",-28.5917,148.217
"DNQ",-35.5594,144.946
"DYA",-22.6222,148.364
"ECH",-36.1572,144.76199
"FRB",-33.3636,147.935
"GUH",-30.9611,150.25101
"HXX",-34.5314,144.83
"HTU",-35.7153,142.36
"KRA",-35.7514,143.939
"KPS",-31.0744,152.77
"KGY",-26.5808,151.841
"TGN",-38.2072,146.47
"MRG",-17.0692,145.41901
"RPM",-14.7228,134.74699
"QRM",-32.2147,148.22501
"PPI",-33.2389,137.995
"SIO",-40.835,145.084
"SNB",-11.4228,130.65401
"SWC",-37.0717,142.741
"TYB",-29.4511,142.058
"TUM",-35.2628,148.241
"WGT",-36.4158,146.30701
"WKB",-36.3211,142.41901
"QRR",-31.7333,147.80299
"SXE",-38.09083,146.96534
"WWY",-33.9372,147.19099
"NGA",-34.2556,148.248
"LHK",32.3894,111.695
"WDS",32.59167,110.90778
"HTT",38.20198,90.84149
"UUN",46.6603,113.285
"BFU",32.84773,117.32024
"RUG",32.25788,120.50166
"WHU",31.3906,118.409
"SXJ",42.9117,90.2475
"YKH",40.54252,122.3586
"BQG",52.38,140.448
"HYD",17.23132,78.42986
"PKO",9.35769,2.60968
"KDC",11.14479,2.94038
"HMG",-23.93,132.80499
"BIB",3.10222,43.6286
"KCS",-24.4233,131.83501
"BMR",53.72472,7.37333
"MVW",48.4709,-122.421
"GOO",-28.5214,150.32001
"APT",35.0607,-85.5853
"DCU",34.6527,-86.9454
"GLW",37.0318,-85.9537
"DKV",-24.86,129.07001
"RNZ",40.9479,-87.1826
"SBT",71.21917,72.05222
"NIS",-2.66222,151.99778
"TBR",32.4827,-81.7369
"AMT",-26.1083,131.207
"EDD",-25.2058,133.254
"FIK",-25.5947,134.58299
"JJG",-28.6753,-49.0596
"WKI",-18.36297,26.51979
"KLJ",55.7119,21.2428
"ETB",43.4222,-88.1279
