"LIS","October","16.5","28.1","3.3"
"LIS","November","12.8","21.7","4.0"
"LIS","December","10.6","19.5","3.5"
"GVA","January","-3.8","8.3","4.7"
"GVA","February","-4.1","9.4","4.8"
"GVA","March","-0.1","14.0","3.8"
"GVA","April","5.2","19.5","4.1"
"GVA","May","10.2","20.6","5.8"
"GVA","June","13.8","26.6","5.5"
"GVA","July","15.1","29.7","5.7"
"GVA","August","14.2","29.5","5.4"
"GVA","September","9.5","24.3","3.5"
"GVA","October","4.8","19.8","2.7"
"GVA","November","2.2","13.0","5.1"
"GVA","December","-2.2","10.5","7.1"
"ZRH","January","-2.7","7.9","3.4"
"ZRH","February","-3.2","8.9","2.9"
"ZRH","March","0.3","14.8","2.7"
"ZRH","April","6.7","20.1","2.0"
"ZRH","May","11.4","22.6","4.3"
"ZRH","June","14.7","26.5","4.3"
"ZRH","July","17.0","29.4","3.9"
"ZRH","August","15.6","28.5","3.3"
"ZRH","September","10.1","24.2","2.2"
"ZRH","October","5.5","19.3","1.7"
"ZRH","November","2.7","12.5","3.0"
"ZRH","December","-1.1","8.7","3.7"
"WLG","January","15.4","23.2","3.0"
"WLG","February","15.3","23.4","2.9"
"WLG","March","14.0","21.0","1.8"
"WLG","April","13.0","19.4","3.0"
"WLG","May","12.0","17.7","2.8"
"WLG","June","10.2","15.8","3.4"
"WLG","July","9.3","14.7","2.6"
"WLG","August","9.7","14.5","3.0"
"WLG","September","9.6","14.2","2.9"
"WLG","October","10.3","16.8","2.5"
"WLG","November","11.8","18.4","2.9"
"WLG","December","13.8","20.8","2.4"
"SJU","January","24.9","29.0","77.3"
"SJU","February","24.7","29.5","2.5"
"SJU","March","25.0","29.0","1.8"
"SJU","April","25.5","31.1","2.1"
"SJU","May","26.2","31.5","4.0"
"SJU","June","27.4","32.0","2.5"
"SJU","July","28.5","32.7","2.5"
"SJU","August","28.6","32.9","4.8"
"SJU","September","27.8","32.9","4.7"
"SJU","October","28.2","33.0","3.6"
"SJU","November","27.1","31.2","4.2"
"SJU","December","26.2","30.0","2.7"
"SYD","January","20.6","30.6","2.7"
"SYD","February","20.7","30.7","4.4"
"SYD","March","19.4","27.7","2.8"
"SYD","April","16.8","25.6","3.3"
"SYD","May","13.6","23.0","2.7"
"SYD","June","11.5","19.1","4.1"
"SYD","July","9.7","20.5","1.5"
"SYD","August","10.8","20.0","1.8"
"SYD","September","13.4","24.2","1.6"
"SYD","October","15.0","25.4","2.1"
"SYD","November","16.8","27.1","3.4"
"SYD","December","18.6","29.2","3.4"
"BOS","January","-4.0","5.0","3.9"
"BOS","February","-3.6","6.4","4.0"
"BOS","March","-0.3","10.4","4.6"
"BOS","April","6.7","14.8","3.4"
"BOS","May","13.2","24.2","3.2"
"BOS","June","17.9","25.7","4.1"
"BOS","July","22.0","29.9","3.8"
"BOS","August","21.7","29.3","2.8"
"BOS","September","17.3","27.1","2.5"
"BOS","October","10.8","18.2","3.7"
"BOS","November","4.5","12.6","4.4"
"BOS","December","-0.0","10.5","4.1"
"SFO","January","9.0","19.9","3.1"
"SFO","February","9.1","19.9","3.2"
"SFO","March","10.2","20.2","3.0"
"SFO","April","11.4","20.1","1.6"
"SFO","May","12.4","22.7","0.8"
"SFO","June","13.7","24.3","0.8"
"SFO","July","15.1","26.6","0.1"
"SFO","August","15.2","27.3","0.8"
"SFO","September","15.4","27.7","0.0"
"SFO","October","14.3","24.5","1.3"
"SFO","November","11.2","20.7","1.5"
"SFO","December","9.2","18.3","3.0"
"LAX","January","12.3","25.0","2.1"
"LAX","February","11.7","24.4","2.4"
"LAX","March","13.3","26.9","1.1"
"LAX","April","14.5","24.7","1.0"
"LAX","May","16.4","27.2","0.7"
"LAX","June","17.9","30.3","0.1"
"LAX","July","21.0","32.3","0.1"
"LAX","August","21.7","30.8","0.3"
"LAX","September","21.2","31.2","0.2"
"LAX","October","18.7","29.5","0.6"
"LAX","November","15.8","25.1","0.1"
"LAX","December","12.1","22.6","1.9"
"IAH","January","8.2","19.6","2.4"
"IAH","February","11.2","23.6","2.4"
"IAH","March","13.4","25.5","3.2"
"IAH","April","17.4","29.7","4.0"
"IAH","May","20.8","32.0","3.6"
"IAH","June","24.3","36.9","3.4"
"IAH","July","25.6","36.6","3.1"
"IAH","August","26.4","38.9","4.3"
"IAH","September","23.6","35.7","4.6"
"IAH","October","18.3","30.7","4.5"
"IAH","November","14.2","25.8","3.1"
"IAH","December","10.3","21.2","2.5"
"MIA","January","18.2","26.2","1.7"
"MIA","February","19.0","27.8","1.7"
"MIA","March","20.3","29.2","1.7"
"MIA","April","23.1","30.8","2.1"
"MIA","May","24.6","30.8","5.5"
"MIA","June","27.6","32.1","6.8"
"MIA","July","28.6","33.8","5.5"
"MIA","August","29.0","34.0","8.8"
"MIA","September","27.5","32.7","9.1"
"MIA","October","25.3","31.1","3.6"
"MIA","November","22.5","29.3","2.5"
"MIA","December","20.1","27.9","1.9"
"SEA","January","3.0","10.5","5.0"
"SEA","February","3.5","12.3","4.0"
"SEA","March","4.4","14.3","5.2"
"SEA","April","7.5","17.8","2.8"
"SEA","May","10.7","22.2","2.4"
"SEA","June","13.0","27.8","1.1"
"SEA","July","16.2","30.3","0.3"
"SEA","August","17.8","30.5","1.0"
"SEA","September","14.0","25.8","1.2"
"SEA","October","9.5","18.6","4.5"
"SEA","November","5.6","14.0","5.5"
"SEA","December","2.1","8.6","4.5"
"JFK","January","-1.4","5.1","3.7"
"JFK","February","-1.4","7.1","4.2"
"JFK","March","2.7","11.6","4.5"
"JFK","April","8.0","17.7","3.7"
"JFK","May","14.1","22.6","3.8"
"JFK","June","20.1","27.1","4.6"
"JFK","July","23.7","32.1","3.7"
"JFK","August","23.4","31.2","3.6"
"JFK","September","18.9","27.1","3.1"
"JFK","October","13.4","20.6","3.6"
"JFK","November","6.4","14.3","3.4"
"JFK","December","3.0","12.0","4.5"
